no.,menu_makanan,bahan_makanan,air (ml),energi (kal),protein,lemak_total,karbohidrat,serat,kalsium,fosfor,zat_besi,natrium,kalium,tembaga,seng,vit_c,price (100 gr),rasa,meal_time,kategori_gizi
966,Roti Panggang Sosis Ayam,"Roti putih, Sosis ayam",38.8,340,10000,12000,45000.0,5000,70,100.0,2.0,60,40.0,0.1,0.8,0.0,8000,gurih,"breakfast, dinner, lunch",makronutrien tinggi
967,Mi Goreng Telur Dadar,"Mi kering, Telur dadar ayam",40.0,320,13000,8000,54000.0,1000,40,120.0,2.0,100,60.0,0.1,1.0,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
968,Bubur Sumsum Kacang Merah,"Bubur sumsum, Kacang merah",75.0,150,4000,1000,28000.0,700,20,40.0,0.6,10,30.0,0.1,0.5,0.0,5000,manis,breakfast,gizi sedang/rendah
969,Nasi Kuning Sosis Sapi,"Nasi kuning, Sosis daging sapi",60.0,220,10000,8000,34000.0,500,28,60.0,1.0,10,40.0,0.13,0.7,0.0,8000,gurih,"dinner, lunch",makronutrien tinggi
970,Roti Panggang Selai Kacang Pisang,"Roti putih, Selai kacang, Pisang",35.0,320,7000,10000,48000.0,5000,70,110.0,2.0,60,41.0,0.11,0.9,3.0,9000,manis,breakfast,vitamin C tinggi
971,Mi Rebus Sawi Telur,"Mi basah, Sawi, Telur ayam kampung",80.0,120,6000,2000,18000.0,1500,40,60.0,1.0,10,30.0,0.1,0.7,8.0,6000,gurih,"dinner, lunch",vitamin C tinggi
972,Bubur Kacang Hijau Labu Kuning,"Bubur kacang hijau, Labu kuning",70.0,180,5000,1000,34000.0,2000,32,52.0,0.8,16,41.0,0.1,0.6,8.0,6000,manis,breakfast,vitamin C tinggi
973,Nasi Uduk Tahu Goreng,"Nasi uduk, Tahu goreng",60.0,210,7000,6000,33000.0,500,25,50.0,0.8,13,40.0,0.13,0.6,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
974,Nasi Jagung Ayam Kecap,"Nasi, Jagung muda rebus, Ayam goreng, Kecap",54.0,200,8000,4500,32000.0,500,22,50.0,0.8,12,36.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
975,Bubur Kacang Merah Santan,"Bubur kacang merah, Santan",75.0,180,4000,5000,32000.0,2000,30,50.0,0.8,15,40.0,0.1,0.7,8.0,6000,manis,breakfast,vitamin C tinggi
976,Makaroni Tumis Jamur,"Makaroni, Jamur tiram, Wortel",40.0,170,6000,2000,34000.0,2000,30,60.0,1.0,10,40.0,0.1,0.7,8.0,6500,gurih,"breakfast, dinner, lunch",vitamin C tinggi
977,Roti Panggang Susu Coklat,"Roti putih, Susu, Coklat",38.0,310,7000,8000,48000.0,5000,65,105.0,2.0,60,40.0,0.1,0.8,0.0,9000,manis,breakfast,makronutrien tinggi
978,Mi Kering Bakso Ayam,"Mi kering, Bakso ayam",40.0,320,12000,8000,54000.0,1000,40,120.0,2.0,100,60.0,0.1,1.0,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
979,Bubur Ubi Ungu Santan,"Bubur tinotuan, Ubi jalar ungu, Santan",80.0,160,4000,2500,21000.0,3000,36,52.0,0.8,16,41.0,0.1,0.6,10.0,6500,manis,breakfast,vitamin C tinggi
980,Nasi Uduk Ayam Suwir Sambal,"Nasi uduk, Ayam goreng, Sambal",60.0,230,9000,8000,32000.0,500,27,54.0,0.9,15,41.0,0.13,0.7,2.0,8000,pedas,"dinner, lunch",vitamin C tinggi
981,Martabak Misoa Telur Asin,"Misoa, Telur asin",30.0,260,10000,7000,46000.0,2000,22,65.0,0.9,22,50.0,0.14,0.9,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
982,Pastel Isi Kentang Wortel,"Pastel, Kentang, Wortel",44.0,270,5000,11000,41000.0,700,60,100.0,2.1,155,52.0,0.11,1.1,0.0,8000,gurih,"dinner, lunch",mineral tinggi
983,Lontong Sayur Kacang Panjang,"Lontong, Kacang panjang, Santan",65.0,160,4000,6000,27000.0,1200,22,40.0,0.7,10,50.0,0.12,0.5,7.0,6000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
984,Bubur Ayam Kacang Merah,"Bubur tinotuan, Ayam goreng, Kacang merah",80.0,170,8000,2000,22000.0,3000,35,50.0,0.8,12,40.0,0.13,0.7,0.0,7000,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
985,Nasi Kuning Tahu Goreng,"Nasi kuning, Tahu goreng",60.0,210,7000,6000,34000.0,500,28,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
986,Roti Panggang Selai Kacang Pisang,"Roti putih, Selai kacang, Pisang",35.0,320,7000,10000,48000.0,5000,70,110.0,2.0,60,41.0,0.11,0.9,3.0,9000,manis,breakfast,vitamin C tinggi
987,Mi Goreng Jamur Tiram,"Mi kering, Jamur tiram",40.0,210,7000,2000,36000.0,1000,32,61.0,1.1,11,41.0,0.13,0.7,0.0,6500,gurih,"dinner, lunch",makronutrien tinggi
988,Bubur Kacang Hijau Ubi Merah,"Bubur kacang hijau, Ubi jalar merah",70.0,180,5000,1000,34000.0,2000,32,52.0,0.8,16,41.0,0.1,0.6,8.0,6000,manis,breakfast,vitamin C tinggi
989,Nasi Uduk Empal Sapi,"Nasi uduk, Empal goreng",60.0,230,10000,8000,32000.0,500,25,50.0,0.9,12,40.0,0.13,0.6,0.0,9000,gurih,"dinner, lunch",makronutrien tinggi
990,Makaroni Panggang Sosis,"Makaroni, Sosis daging sapi",24.7,400,11600,21300,44500.0,2500,24,71.0,1.2,385,40.0,0.17,1.2,0.0,8000,gurih,"dinner, lunch",mineral tinggi
991,Roti Lapis Selai Nanas,"Roti putih, Selai nanas",40.0,260,6000,2000,50000.0,5000,60,100.0,2.0,50,40.0,0.1,0.8,0.0,7000,manis,breakfast,makronutrien tinggi
992,Mi Rebus Bayam Telur,"Mi basah, Bayam, Telur ayam kampung",80.0,120,6000,2000,18000.0,1500,40,60.0,1.0,10,30.0,0.1,0.7,8.0,6000,gurih,"dinner, lunch",vitamin C tinggi
993,Bubur Sagu Pisang,"Bubur sagu, Pisang",75.0,160,2000,500,36000.0,700,20,40.0,0.6,10,30.0,0.1,0.5,0.0,5000,manis,breakfast,makronutrien tinggi
994,Nasi Goreng Teri Medan,"Nasi, Teri goreng",53.0,220,10000,8000,37000.0,400,28,60.0,1.0,10,40.0,0.13,0.7,0.0,8000,gurih,"dinner, lunch",makronutrien tinggi
995,Roti Panggang Keju Coklat,"Roti putih, Keju, Coklat",38.0,340,8000,14000,45000.0,5000,80,120.0,6.0,610,100.0,0.15,1.2,0.0,9000,manis,breakfast,mineral tinggi
996,Makaroni Tumis Sawi,"Makaroni, Sawi, Wortel",40.0,180,6000,2000,34000.0,2000,30,60.0,1.0,10,40.0,0.1,0.7,8.0,6000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
997,Nasi Uduk Tempe Orek,"Nasi uduk, Tempe orek",60.0,210,8000,7000,32000.0,500,25,50.0,0.9,12,40.0,0.13,0.6,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
998,Bubur Sumsum Gula Aren,"Bubur sumsum, Gula aren",75.0,150,3000,1000,28000.0,700,20,40.0,0.6,10,30.0,0.1,0.5,0.0,5000,manis,breakfast,gizi sedang/rendah
999,Mi Goreng Sawi Telur,"Mi kering, Sawi, Telur ayam kampung",40.0,220,8000,3000,38000.0,1000,32,61.0,1.1,11,41.0,0.13,0.7,0.0,6500,gurih,"dinner, lunch",makronutrien tinggi
1000,Roti Panggang Selai Stroberi Keju,"Roti putih, Selai stroberi, Keju",38.0,320,8000,10000,48000.0,5000,70,110.0,2.0,60,41.0,0.11,0.9,0.0,9000,manis,breakfast,makronutrien tinggi
1001,Nasi Kuning Ayam Serundeng,"Nasi kuning, Ayam goreng, Serundeng",60.0,230,9000,7000,34000.0,500,28,60.0,1.0,10,40.0,0.13,0.7,0.0,8000,gurih,"dinner, lunch",makronutrien tinggi
1002,Bubur Kacang Merah Ubi Ungu,"Bubur kacang merah, Ubi jalar ungu",70.0,180,5000,1000,34000.0,2000,32,52.0,0.8,16,41.0,0.1,0.6,8.0,6000,manis,breakfast,vitamin C tinggi
1003,Mi Rebus Tahu Bakso Sapi,"Mi basah, Tahu, Bakso sapi",80.0,120,6000,2000,18000.0,1500,40,60.0,1.0,10,30.0,0.1,0.7,8.0,6000,gurih,"dinner, lunch",vitamin C tinggi
1004,Roti Panggang Telur Kornet,"Roti putih, Telur ayam goreng, Kornet sapi",40.0,260,12000,10000,32000.0,4600,36,61.0,1.1,315,91.0,0.13,0.9,0.0,8000,gurih,"breakfast, dinner, lunch",mineral tinggi
1005,Nasi Goreng Ayam Suwir,"Nasi, Ayam goreng, Bawang goreng",53.0,220,9000,7000,36000.0,400,28,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
1006,Bubur Ayam Kacang Panjang,"Bubur tinotuan, Ayam goreng, Kacang panjang",80.0,160,8000,2000,22000.0,3000,35,50.0,0.8,12,40.0,0.13,0.7,0.0,7000,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
1007,Makaroni Telur Puyuh,"Makaroni, Telur burung puyuh",40.0,200,8000,4000,34000.0,2000,30,60.0,1.0,10,40.0,0.1,0.7,8.0,6500,gurih,"breakfast, dinner, lunch",vitamin C tinggi
1008,Nasi Uduk Sambal Goreng Ati,"Nasi uduk, Sambal goreng ati",60.0,220,8000,8000,33000.0,500,25,50.0,0.9,12,40.0,0.13,0.6,0.0,8000,pedas,"dinner, lunch",makronutrien tinggi
1009,Roti Panggang Sosis Telur,"Roti putih, Sosis daging sapi, Telur ayam",38.8,350,12000,13000,45000.0,5000,70,110.0,2.0,60,40.0,0.1,0.8,0.0,9000,gurih,"breakfast, dinner, lunch",makronutrien tinggi
1010,Mi Goreng Kornet Telur,"Mi kering, Kornet sapi, Telur ayam",40.0,340,14000,10000,54000.0,1000,41,120.0,2.0,100,60.0,0.1,1.0,0.0,8000,gurih,"dinner, lunch",makronutrien tinggi
1011,Bubur Sumsum Kacang Hijau,"Bubur sumsum, Kacang hijau",75.0,150,4000,1000,28000.0,700,20,40.0,0.6,10,30.0,0.1,0.5,0.0,5000,manis,breakfast,gizi sedang/rendah
